driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
3,23225,131,6,1,1,1,1,25,61,1:55:48.950,6948950,38,6,1:50.296,165.318,1,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
817,23226,9,3,2,2,2,2,18,61,+0.488,6949438,49,1,1:47.187,170.113,1,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
1,23227,131,44,3,3,3,3,15,61,+8.038,6956988,52,3,1:47.752,169.221,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
8,23228,6,7,5,4,4,4,12,61,+10.219,6959169,51,4,1:48.204,168.515,1,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
20,23229,6,5,22,5,5,5,10,61,+27.694,6976644,45,2,1:47.345,169.863,1,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
830,23230,9,33,4,6,6,6,8,61,+1:11.197,7020147,46,5,1:49.050,167.207,1,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
4,23231,1,14,9,7,7,7,6,61,+1:29.198,7038148,49,12,1:51.249,163.902,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
815,23232,10,11,17,8,8,8,4,61,+1:51.062,7060012,34,15,1:51.517,163.508,1,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
826,23233,5,26,7,9,9,9,2,61,+1:51.557,7060507,39,9,1:50.944,164.353,1,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
825,23234,4,20,15,10,10,10,1,61,+1:59.952,7068902,44,8,1:50.858,164.480,1,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
821,23235,210,21,13,11,11,11,0,60,\N,\N,39,11,1:51.075,164.159,11,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez
13,23236,3,19,11,12,12,12,0,60,\N,\N,53,14,1:51.455,163.599,11,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
831,23237,15,12,16,13,13,13,0,60,\N,\N,41,17,1:51.683,163.265,11,nasr,12,NAS,Felipe,Nasr,1992-08-21,Brazilian,http://en.wikipedia.org/wiki/Felipe_Nasr
832,23238,5,55,6,14,14,14,0,60,\N,\N,56,7,1:50.532,164.965,11,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
835,23239,4,30,18,15,15,15,0,60,\N,\N,36,19,1:51.777,163.128,11,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
836,23240,209,94,19,16,16,16,0,60,\N,\N,40,20,1:52.021,162.773,11,wehrlein,94,WEH,Pascal,Wehrlein,1994-10-18,German,http://en.wikipedia.org/wiki/Pascal_Wehrlein
828,23241,15,9,14,17,17,17,0,60,\N,\N,27,10,1:50.963,164.325,11,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
839,23242,209,31,21,18,18,18,0,59,\N,\N,47,18,1:51.748,163.170,12,ocon,31,OCO,Esteban,Ocon,1996-09-17,French,http://en.wikipedia.org/wiki/Esteban_Ocon
18,23243,1,22,12,\N,R,19,0,43,\N,\N,18,16,1:51.631,163.341,23,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
822,23244,3,77,10,\N,R,20,0,35,\N,\N,17,13,1:51.368,163.727,25,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
807,23245,10,27,8,\N,R,21,0,0,\N,\N,\N,0,\N,\N,4,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
154,23246,210,8,20,\N,W,22,0,0,\N,\N,\N,0,\N,\N,54,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
