driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
224,14389,1,1,7,1,1,1,9,56,1:22:05.0,4925000,\N,\N,\N,\N,1,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
250,14390,34,8,2,2,2,2,6,55,\N,\N,\N,\N,\N,\N,3,pace,\N,\N,Carlos,Pace,1944-10-06,Brazilian,http://en.wikipedia.org/wiki/Carlos_Pace
222,14391,25,3,6,3,3,3,4,55,\N,\N,\N,\N,\N,\N,3,scheckter,\N,\N,Jody,Scheckter,1950-01-29,South African,http://en.wikipedia.org/wiki/Jody_Scheckter
231,14392,64,24,9,4,4,4,3,55,\N,\N,\N,\N,\N,\N,3,hunt,\N,\N,James,Hunt,1947-08-29,British,http://en.wikipedia.org/wiki/James_Hunt
288,14393,37,28,15,5,5,5,2,55,\N,\N,\N,\N,\N,\N,3,donohue,\N,\N,Mark,Donohue,1937-03-18,American,http://en.wikipedia.org/wiki/Mark_Donohue
230,14394,37,9,5,6,6,6,1,55,\N,\N,\N,\N,\N,\N,11,brambilla,\N,\N,Vittorio,Brambilla,1937-11-11,Italian,http://en.wikipedia.org/wiki/Vittorio_Brambilla
200,14395,1,2,10,7,7,7,0,55,\N,\N,\N,\N,\N,\N,3,mass,\N,\N,Jochen,Mass,1946-09-30,German,http://en.wikipedia.org/wiki/Jochen_Mass
182,14396,6,12,3,8,8,8,0,54,\N,\N,\N,\N,\N,\N,12,lauda,\N,\N,Niki,Lauda,1949-02-22,Austrian,http://en.wikipedia.org/wiki/Niki_Lauda
221,14397,25,4,17,9,9,9,0,54,\N,\N,\N,\N,\N,\N,3,depailler,\N,\N,Patrick,Depailler,1944-08-09,French,http://en.wikipedia.org/wiki/Patrick_Depailler
178,14398,75,22,28,10,10,10,0,54,\N,\N,\N,\N,\N,\N,12,jones,\N,\N,Alan,Jones,1946-11-02,Australian,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
187,14399,63,18,18,11,11,11,0,54,\N,\N,\N,\N,\N,\N,3,watson,\N,\N,John,Watson,1946-05-04,British,http://en.wikipedia.org/wiki/John_Watson_(racing_driver)
207,14400,73,27,12,12,12,12,0,54,\N,\N,\N,\N,\N,\N,12,mario_andretti,\N,\N,Mario,Andretti,1940-02-28,American,http://en.wikipedia.org/wiki/Mario_Andretti
223,14401,6,11,4,13,13,13,0,54,\N,\N,\N,\N,\N,\N,12,regazzoni,\N,\N,Clay,Regazzoni,1939-09-05,Swiss,http://en.wikipedia.org/wiki/Clay_Regazzoni
197,14402,202,17,11,14,14,14,0,53,\N,\N,\N,\N,\N,\N,3,jarier,\N,\N,Jean-Pierre,Jarier,1946-07-10,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
294,14403,75,23,13,15,15,15,0,53,\N,\N,\N,\N,\N,\N,3,brise,\N,\N,Tony,Brise,1952-03-28,British,http://en.wikipedia.org/wiki/Tony_Brise
205,14404,32,15,21,16,16,16,0,53,\N,\N,\N,\N,\N,\N,3,henton,\N,\N,Brian,Henton,1946-09-19,British,http://en.wikipedia.org/wiki/Brian_Henton
300,14405,76,32,26,17,17,17,0,51,\N,\N,\N,\N,\N,\N,3,nicholson,\N,\N,John,Nicholson,1941-10-06,New Zealander,http://en.wikipedia.org/wiki/John_Nicholson_(racing_driver)
301,14406,63,19,23,18,18,18,0,50,\N,\N,\N,\N,\N,\N,3,morgan,\N,\N,Dave,Morgan,1944-08-07,British,http://en.wikipedia.org/wiki/Dave_Morgan_(racing_driver)
290,14407,56,30,24,19,19,19,0,50,\N,\N,\N,\N,\N,\N,3,wilson_fittipaldi,\N,\N,Wilson,Fittipaldi,1943-12-25,Brazilian,http://en.wikipedia.org/wiki/Wilson_Fittipaldi
233,14408,37,10,14,\N,R,20,0,45,\N,\N,\N,\N,\N,\N,3,stuck,\N,\N,Hans-Joachim,Stuck,1951-01-01,German,http://en.wikipedia.org/wiki/Hans_Joachim_Stuck
302,14409,32,6,25,\N,R,21,0,28,\N,\N,\N,\N,\N,\N,3,crawford,\N,\N,Jim,Crawford,1948-02-13,British,http://en.wikipedia.org/wiki/Jim_Crawford_(driver)
252,14410,202,16,1,\N,R,22,0,20,\N,\N,\N,\N,\N,\N,3,pryce,\N,\N,Tom,Pryce,1949-06-11,British,http://en.wikipedia.org/wiki/Tom_Pryce
275,14411,37,29,22,\N,R,23,0,18,\N,\N,\N,\N,\N,\N,5,lombardi,\N,\N,Lella,Lombardi,1941-03-26,Italian,http://en.wikipedia.org/wiki/Lella_Lombardi
238,14412,32,5,16,\N,R,24,0,7,\N,\N,\N,\N,\N,\N,5,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson
172,14413,3,21,19,\N,R,25,0,5,\N,\N,\N,\N,\N,\N,6,laffite,\N,\N,Jacques,Laffite,1943-11-21,French,http://en.wikipedia.org/wiki/Jacques_Laffite
199,14414,34,7,8,\N,R,26,0,4,\N,\N,\N,\N,\N,\N,5,reutemann,\N,\N,Carlos,Reutemann,1942-04-12,Argentine,http://en.wikipedia.org/wiki/Carlos_Reutemann
295,14415,57,31,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,wunderink,\N,\N,Roelof,Wunderink,1948-12-12,Dutch,http://en.wikipedia.org/wiki/Roelof_Wunderink
299,14416,74,35,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,fushida,\N,\N,Hiroshi,Fushida,1946-03-10,Japanese,http://en.wikipedia.org/wiki/Hiroshi_Fushida
