driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
22,3150,6,4,18,1,1,1,10,45,1:25:34.418,5134418,\N,\N,\N,\N,1,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
57,3151,1,1,4,2,2,2,6,45,+7.452,5141870,\N,\N,\N,\N,1,hakkinen,\N,\N,Mika,Häkkinen,1968-09-28,Finnish,http://en.wikipedia.org/wiki/Mika_H%C3%A4kkinen
14,3152,1,2,1,3,3,3,4,45,+21.168,5155586,\N,\N,\N,\N,1,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
18,3153,3,10,16,4,4,4,3,45,+22.685,5157103,\N,\N,\N,\N,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
63,3154,15,17,15,5,5,5,2,45,+27.112,5161530,\N,\N,\N,\N,1,salo,\N,\N,Mika,Salo,1966-11-30,Finnish,http://en.wikipedia.org/wiki/Mika_Salo
37,3155,21,18,5,6,6,6,1,45,+29.080,5163498,\N,\N,\N,\N,1,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa
23,3156,3,9,14,7,7,7,0,45,+30.898,5165316,\N,\N,\N,\N,1,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
35,3157,16,22,9,8,8,8,0,45,+47.537,5181955,\N,\N,\N,\N,1,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
15,3158,17,6,6,9,9,9,0,45,+50.901,5185319,\N,\N,\N,\N,1,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
56,3159,19,7,10,10,10,10,0,45,+1:19.664,5214082,\N,\N,\N,\N,1,irvine,\N,\N,Eddie,Irvine,1965-11-10,British,http://en.wikipedia.org/wiki/Eddie_Irvine
60,3160,18,21,21,11,11,11,0,45,+1:29.504,5223922,\N,\N,\N,\N,1,mazzacane,\N,\N,Gastón,Mazzacane,1975-05-08,Argentine,http://en.wikipedia.org/wiki/Gast%C3%B3n_Mazzacane
2,3161,20,15,13,12,12,12,0,40,\N,\N,\N,\N,\N,\N,91,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
49,3162,17,5,17,\N,R,13,0,39,\N,\N,\N,\N,\N,\N,6,frentzen,\N,\N,Heinz-Harald,Frentzen,1967-05-18,German,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen
50,3163,21,19,11,\N,R,14,0,39,\N,\N,\N,\N,\N,\N,20,verstappen,\N,\N,Jos,Verstappen,1972-03-04,Dutch,http://en.wikipedia.org/wiki/Jos_Verstappen
41,3164,16,23,12,\N,R,15,0,37,\N,\N,\N,\N,\N,\N,20,zonta,\N,ZON,Ricardo,Zonta,1976-03-23,Brazilian,http://en.wikipedia.org/wiki/Ricardo_Zonta
48,3165,18,20,22,\N,R,16,0,33,\N,\N,\N,\N,\N,\N,5,gene,\N,\N,Marc,Gené,1974-03-29,Spanish,http://en.wikipedia.org/wiki/Marc_Gen%C3%A9
25,3166,22,12,7,\N,R,17,0,31,\N,\N,\N,\N,\N,\N,10,wurz,\N,WUR,Alexander,Wurz,1974-02-15,Austrian,http://en.wikipedia.org/wiki/Alexander_Wurz
64,3167,15,16,19,\N,R,18,0,29,\N,\N,\N,\N,\N,\N,4,diniz,\N,\N,Pedro,Diniz,1970-05-22,Brazilian,http://en.wikipedia.org/wiki/Pedro_Diniz
55,3168,20,14,20,\N,R,19,0,29,\N,\N,\N,\N,\N,\N,4,alesi,\N,\N,Jean,Alesi,1964-06-11,French,http://en.wikipedia.org/wiki/Jean_Alesi
65,3169,19,8,8,\N,R,20,0,12,\N,\N,\N,\N,\N,\N,6,herbert,\N,\N,Johnny,Herbert,1964-06-25,British,http://en.wikipedia.org/wiki/Johnny_Herbert
30,3170,6,3,2,\N,R,21,0,0,\N,\N,\N,\N,\N,\N,4,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
21,3171,22,11,3,\N,R,22,0,0,\N,\N,\N,\N,\N,\N,4,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
