driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
375,16925,6,6,2,1,1,1,9,68,1:47:14.8,6434800,\N,\N,\N,\N,1,scarfiotti,\N,\N,Ludovico,Scarfiotti,1933-10-18,Italian,http://en.wikipedia.org/wiki/Ludovico_Scarfiotti
387,16926,6,4,1,2,2,2,6,68,+5.8,6440600,\N,\N,\N,\N,1,parkes,\N,\N,Mike,Parkes,1931-09-24,British,http://en.wikipedia.org/wiki/Mike_Parkes
304,16927,191,12,10,3,3,3,4,68,+6.1,6440900,\N,\N,\N,\N,1,hulme,\N,\N,Denny,Hulme,1936-06-18,New Zealander,http://en.wikipedia.org/wiki/Denny_Hulme
358,16928,167,16,8,4,4,4,3,67,\N,\N,\N,\N,\N,\N,11,rindt,\N,\N,Jochen,Rindt,1942-04-18,Austrian,http://en.wikipedia.org/wiki/Jochen_Rindt
374,16929,176,42,14,5,5,5,2,67,\N,\N,\N,\N,\N,\N,11,spence,\N,\N,Mike,Spence,1936-12-30,British,http://en.wikipedia.org/wiki/Mike_Spence
383,16930,183,40,15,6,6,6,1,66,\N,\N,\N,\N,\N,\N,12,anderson,\N,\N,Bob,Anderson,1931-05-19,British,http://en.wikipedia.org/wiki/Bob_Anderson_(racing_driver)
396,16931,66,48,18,7,7,7,0,65,\N,\N,\N,\N,\N,\N,13,bondurant,\N,\N,Bob,Bondurant,1933-04-27,American,http://en.wikipedia.org/wiki/Bob_Bondurant
397,16932,176,24,13,8,8,8,0,63,\N,\N,\N,\N,\N,\N,5,arundell,\N,\N,Peter,Arundell,1933-11-08,British,http://en.wikipedia.org/wiki/Peter_Arundell
402,16933,172,20,20,9,9,9,0,63,\N,\N,\N,\N,\N,\N,15,geki,\N,\N,Giacomo,Russo,1937-10-23,Italian,http://en.wikipedia.org/wiki/Geki_(driver)
394,16934,6,44,16,\N,N,10,0,59,\N,\N,\N,\N,\N,\N,62,baghetti,\N,\N,Giancarlo,Baghetti,1934-12-25,Italian,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
373,16935,176,22,3,\N,R,11,0,58,\N,\N,\N,\N,\N,\N,6,clark,\N,\N,Jim,Clark,1936-03-04,British,http://en.wikipedia.org/wiki/Jim_Clark
346,16936,167,36,17,\N,R,12,0,46,\N,\N,\N,\N,\N,\N,5,siffert,\N,\N,Jo,Siffert,1936-07-07,Swiss,http://en.wikipedia.org/wiki/Jo_Siffert
385,16937,6,2,5,\N,R,13,0,33,\N,\N,\N,\N,\N,\N,80,bandini,\N,\N,Lorenzo,Bandini,1935-12-21,Italian,http://en.wikipedia.org/wiki/Lorenzo_Bandini
341,16938,167,14,4,\N,R,14,0,31,\N,\N,\N,\N,\N,\N,95,surtees,\N,\N,John,Surtees,1934-02-11,British,http://en.wikipedia.org/wiki/John_Surtees
386,16939,11,18,7,\N,R,15,0,16,\N,\N,\N,\N,\N,\N,3,ginther,\N,\N,Richie,Ginther,1930-08-05,American,http://en.wikipedia.org/wiki/Richie_Ginther
356,16940,191,10,6,\N,R,16,0,7,\N,\N,\N,\N,\N,\N,44,jack_brabham,\N,\N,Jack,Brabham,1926-04-02,Australian,http://en.wikipedia.org/wiki/Jack_Brabham
364,16941,190,30,19,\N,R,17,0,7,\N,\N,\N,\N,\N,\N,5,gurney,\N,\N,Dan,Gurney,1931-04-13,American,http://en.wikipedia.org/wiki/Dan_Gurney
328,16942,66,28,9,\N,R,18,0,5,\N,\N,\N,\N,\N,\N,95,stewart,\N,\N,Jackie,Stewart,1939-06-11,British,http://en.wikipedia.org/wiki/Jackie_Stewart
347,16943,167,38,12,\N,R,19,0,3,\N,\N,\N,\N,\N,\N,37,bonnier,\N,\N,Jo,Bonnier,1930-01-31,Swedish,http://en.wikipedia.org/wiki/Joakim_Bonnier
289,16944,66,26,11,\N,R,20,0,0,\N,\N,\N,\N,\N,\N,5,hill,\N,\N,Graham,Hill,1929-02-15,British,http://en.wikipedia.org/wiki/Graham_Hill
403,16945,189,34,0,\N,F,21,0,0,\N,\N,\N,\N,\N,\N,81,phil_hill,\N,\N,Phil,Hill,1927-04-20,American,http://en.wikipedia.org/wiki/Phil_Hill
278,16946,181,32,0,\N,F,22,0,0,\N,\N,\N,\N,\N,\N,81,amon,\N,\N,Chris,Amon,1943-07-20,New Zealander,http://en.wikipedia.org/wiki/Chris_Amon
