driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
3,22240,131,6,1,1,1,1,25,78,1:49:27.661,6567661,33,4,1:19.425,151.388,1,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
1,22241,131,44,2,2,2,2,18,78,+9.210,6576871,34,3,1:19.361,151.510,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
817,22242,9,3,3,3,3,3,15,78,+9.614,6577275,70,2,1:19.252,151.718,1,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
4,22243,6,14,5,4,4,4,12,78,+32.452,6600113,54,5,1:19.727,150.814,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
807,22244,10,27,11,5,5,5,10,77,\N,\N,38,9,1:20.767,148.872,11,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
18,22245,1,22,12,6,6,6,8,77,\N,\N,42,12,1:21.047,148.358,11,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
13,22246,3,19,16,7,7,7,6,77,\N,\N,48,6,1:20.314,149.712,11,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
154,22247,208,8,14,8,8,8,4,77,\N,\N,53,11,1:20.979,148.482,11,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
824,22248,206,17,21,9,9,9,2,77,\N,\N,42,16,1:21.254,147.980,11,jules_bianchi,17,BIA,Jules,Bianchi,1989-08-03,French,http://en.wikipedia.org/wiki/Jules_Bianchi
825,22249,1,20,8,10,10,10,1,77,\N,\N,75,8,1:20.657,149.075,11,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
828,22250,207,9,22,11,11,11,0,77,\N,\N,53,10,1:20.911,148.607,11,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
8,22251,6,7,6,12,12,12,0,77,\N,\N,75,1,1:18.479,153.212,11,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
155,22252,207,10,20,13,13,13,0,75,\N,\N,16,19,1:22.425,145.878,12,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi
820,22253,206,4,19,14,14,14,0,75,\N,\N,69,7,1:20.579,149.220,13,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton
821,22254,15,21,17,\N,R,15,0,59,\N,\N,41,15,1:21.146,148.177,3,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez
822,22255,3,77,13,\N,R,16,0,55,\N,\N,50,14,1:21.105,148.252,5,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
818,22256,5,25,7,\N,R,17,0,50,\N,\N,35,13,1:21.083,148.292,5,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,http://en.wikipedia.org/wiki/Jean-%C3%89ric_Vergne
16,22257,15,99,18,\N,R,18,0,23,\N,\N,23,17,1:21.761,147.062,3,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
826,22258,5,26,9,\N,R,19,0,10,\N,\N,8,18,1:22.011,146.614,26,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
20,22259,9,1,4,\N,R,20,0,5,\N,\N,3,20,1:59.505,100.615,101,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
815,22260,10,11,10,\N,R,21,0,0,\N,\N,\N,0,\N,\N,4,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
813,22261,208,13,15,\N,W,22,0,0,\N,\N,\N,0,\N,\N,54,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado
