driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
1,23459,131,44,1,1,1,1,25,66,1:35:56.497,5756497,64,1,1:23.593,200.471,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
20,23460,6,5,2,2,2,2,18,66,+3.490,5759987,43,2,1:23.674,200.277,1,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
817,23461,9,3,6,3,3,3,15,66,+1:15.820,5832317,40,3,1:23.686,200.248,1,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
815,23462,10,11,8,4,4,4,12,65,\N,\N,51,7,1:25.755,195.417,11,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
839,23463,10,31,10,5,5,5,10,65,\N,\N,40,11,1:26.276,194.237,11,ocon,31,OCO,Esteban,Ocon,1996-09-17,French,http://en.wikipedia.org/wiki/Esteban_Ocon
807,23464,4,27,13,6,6,6,8,65,\N,\N,56,15,1:26.703,193.280,11,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
832,23465,5,55,12,7,7,7,6,65,\N,\N,61,9,1:26.186,194.439,11,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
836,23466,15,94,15,8,8,8,4,65,\N,\N,58,14,1:26.476,193.787,11,wehrlein,94,WEH,Pascal,Wehrlein,1994-10-18,German,http://en.wikipedia.org/wiki/Pascal_Wehrlein
826,23467,5,26,19,9,9,9,2,65,\N,\N,37,8,1:25.976,194.914,11,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
154,23468,210,8,14,10,10,10,1,65,\N,\N,50,17,1:26.871,192.906,11,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
828,23469,15,9,16,11,11,11,0,64,\N,\N,60,10,1:26.213,194.379,12,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
4,23470,1,14,7,12,12,12,0,64,\N,\N,64,4,1:23.894,199.752,12,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
13,23471,3,19,9,13,13,13,0,64,\N,\N,64,13,1:26.472,193.796,12,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
825,23472,210,20,11,14,14,14,0,64,\N,\N,15,12,1:26.371,194.023,12,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
835,23473,4,30,17,15,15,15,0,64,\N,\N,44,6,1:24.843,197.517,12,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
840,23474,3,18,18,16,16,16,0,64,\N,\N,50,16,1:26.838,192.980,12,stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll
822,23475,131,77,3,\N,R,17,0,38,\N,\N,28,5,1:24.696,197.860,131,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
838,23476,1,2,20,\N,R,18,0,32,\N,\N,14,18,1:27.554,191.401,4,vandoorne,2,VAN,Stoffel,Vandoorne,1992-03-26,Belgian,http://en.wikipedia.org/wiki/Stoffel_Vandoorne
830,23477,9,33,5,\N,R,19,0,1,\N,\N,\N,0,\N,\N,130,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
8,23478,6,7,4,\N,R,20,0,0,\N,\N,\N,0,\N,\N,130,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
