driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
579,19134,131,10,2,1,1,1,9,36,2:39:29.0,9569000,\N,\N,\N,\N,1,fangio,\N,\N,Juan,Fangio,1911-06-24,Argentine,http://en.wikipedia.org/wiki/Juan_Manuel_Fangio
475,19135,131,14,3,2,2,2,6,36,+8.1,9577100,\N,\N,\N,\N,1,moss,\N,\N,Stirling,Moss,1929-09-17,British,http://en.wikipedia.org/wiki/Stirling_Moss
642,19136,6,2,4,3,3,3,4,36,+1:40.5,9669500,\N,\N,\N,\N,1,farina,\N,\N,Nino,Farina,1906-10-30,Italian,http://en.wikipedia.org/wiki/Nino_Farina
632,19137,6,6,8,4,4,4,3,36,+3:25.5,9774500,\N,\N,\N,\N,1,frere,\N,\N,Paul,Frère,1917-01-30,Belgian,http://en.wikipedia.org/wiki/Paul_Fr%C3%A8re
643,19138,105,24,13,5,5,5,1,35,\N,\N,\N,\N,\N,\N,11,mieres,\N,\N,Roberto,Mieres,1924-12-03,Argentine,http://en.wikipedia.org/wiki/Roberto_Mieres
427,19139,6,4,10,6,6,6,0,35,\N,\N,\N,\N,\N,\N,11,trintignant,\N,\N,Maurice,Trintignant,1917-10-30,French,http://en.wikipedia.org/wiki/Maurice_Trintignant
577,19140,105,22,7,7,7,7,0,34,\N,\N,\N,\N,\N,\N,12,musso,\N,\N,Luigi,Musso,1924-07-28,Italian,http://en.wikipedia.org/wiki/Luigi_Musso
607,19141,105,26,11,8,8,8,0,33,\N,\N,\N,\N,\N,\N,13,perdisa,\N,\N,Cesare,Perdisa,1932-10-21,Italian,http://en.wikipedia.org/wiki/Cesare_Perdisa
627,19142,105,28,12,9,9,9,0,33,\N,\N,\N,\N,\N,\N,13,rosier,\N,\N,Louis,Rosier,1905-11-05,French,http://en.wikipedia.org/wiki/Louis_Rosier
648,19143,131,12,6,\N,R,10,0,21,\N,\N,\N,\N,\N,\N,44,kling,\N,\N,Karl,Kling,1910-09-16,German,http://en.wikipedia.org/wiki/Karl_Kling
608,19144,132,30,1,\N,R,11,0,16,\N,\N,\N,\N,\N,\N,6,castellotti,\N,\N,Eugenio,Castellotti,1930-10-10,Italian,http://en.wikipedia.org/wiki/Eugenio_Castellotti
578,19145,118,40,9,\N,R,12,0,8,\N,\N,\N,\N,\N,\N,6,hawthorn,\N,\N,Mike,Hawthorn,1929-04-10,British,http://en.wikipedia.org/wiki/Mike_Hawthorn
554,19146,105,20,5,\N,R,13,0,3,\N,\N,\N,\N,\N,\N,20,behra,\N,\N,Jean,Behra,1921-02-16,French,http://en.wikipedia.org/wiki/Jean_Behra
660,19147,105,38,0,\N,W,14,0,0,\N,\N,\N,\N,\N,\N,54,claes,\N,\N,Johnny,Claes,1916-08-11,Belgian,http://en.wikipedia.org/wiki/Johnny_Claes
641,19148,6,48,0,\N,W,15,0,0,\N,\N,\N,\N,\N,\N,54,taruffi,\N,\N,Piero,Taruffi,1906-10-12,Italian,http://en.wikipedia.org/wiki/Piero_Taruffi
501,19149,6,4,0,\N,W,16,0,0,\N,\N,\N,\N,\N,\N,54,schell,\N,\N,Harry,Schell,1921-06-29,American,http://en.wikipedia.org/wiki/Harry_Schell
554,20263,105,24,13,5,5,5,1,35,\N,\N,\N,\N,\N,\N,11,behra,\N,\N,Jean,Behra,1921-02-16,French,http://en.wikipedia.org/wiki/Jean_Behra
