driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
4,20659,6,8,1,1,1,1,25,61,1:57:53.579,7073579,58,1,1:47.976,169.137,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
20,20660,9,5,2,2,2,2,18,61,+0.293,7073872,59,2,1:48.141,168.879,1,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
17,20661,9,6,5,3,3,3,15,61,+29.141,7102720,54,5,1:49.706,166.470,1,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber
18,20662,1,1,4,4,4,4,12,61,+30.384,7103963,61,7,1:49.711,166.462,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
3,20663,131,4,7,5,5,5,10,61,+49.394,7122973,55,8,1:50.125,165.837,1,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
22,20664,3,9,6,6,6,6,8,61,+56.101,7129680,52,9,1:50.334,165.522,1,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
9,20665,4,11,8,7,7,7,6,61,+1:26.559,7160138,56,3,1:49.255,167.157,1,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
13,20666,6,7,24,8,8,8,4,61,+1:53.297,7186876,45,12,1:52.079,162.945,1,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
16,20667,10,14,15,9,9,9,2,61,+2:02.416,7195995,45,15,1:52.473,162.374,1,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
807,20668,3,10,17,10,10,10,1,61,+2:12.791,7206370,45,13,1:52.213,162.751,1,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
808,20669,4,12,12,11,11,11,0,60,\N,\N,46,11,1:51.903,163.202,11,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov
153,20670,5,17,11,12,12,12,0,60,\N,\N,43,14,1:52.333,162.577,11,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari
30,20671,131,3,9,13,13,13,0,60,\N,\N,54,4,1:49.680,166.509,11,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
67,20672,5,16,13,14,14,14,0,60,\N,\N,59,6,1:49.710,166.464,11,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi
810,20673,166,25,20,15,15,15,0,59,\N,\N,55,17,1:52.513,162.317,12,grassi,\N,DIG,Lucas,di Grassi,1984-08-11,Brazilian,http://en.wikipedia.org/wiki/Lucas_di_Grassi
5,20674,205,19,19,16,16,16,0,58,\N,\N,53,18,1:53.051,161.544,5,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
10,20675,166,24,18,\N,R,17,0,49,\N,\N,38,19,1:53.559,160.822,9,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
2,20676,15,22,14,\N,R,18,0,36,\N,\N,29,16,1:52.475,162.372,4,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1,20677,1,2,3,\N,R,19,0,35,\N,\N,31,10,1:50.750,164.901,4,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
32,20678,164,20,22,\N,R,20,0,31,\N,\N,23,22,1:57.766,155.077,9,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
155,20679,15,23,10,\N,R,21,0,30,\N,\N,22,20,1:53.957,160.260,3,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi
811,20680,164,21,23,\N,R,22,0,29,\N,\N,19,23,1:57.962,154.819,3,bruno_senna,\N,SEN,Bruno,Senna,1983-10-15,Brazilian,http://en.wikipedia.org/wiki/Bruno_Senna
15,20681,205,18,21,\N,R,23,0,27,\N,\N,20,21,1:56.386,156.915,9,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
24,20682,10,15,16,\N,R,24,0,1,\N,\N,\N,\N,\N,\N,4,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
