driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
20,20849,9,1,1,1,1,1,25,58,1:30:17.558,5417558,50,3,1:29.937,213.669,1,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
17,20850,9,2,2,2,2,2,18,58,+8.807,5426365,48,1,1:29.703,214.226,1,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber
4,20851,6,5,5,3,3,3,15,58,+10.075,5427633,48,6,1:30.279,212.860,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1,20852,1,3,4,4,4,4,12,58,+40.232,5457790,48,4,1:30.108,213.264,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
3,20853,131,8,3,5,5,5,10,58,+47.539,5465097,47,7,1:30.573,212.169,1,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
18,20854,1,4,6,6,6,6,8,58,+59.431,5476989,47,13,1:31.167,210.786,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
2,20855,4,9,9,7,7,7,6,58,+1:00.857,5478415,52,5,1:30.158,213.145,1,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
808,20856,4,10,7,8,8,8,4,58,+1:08.168,5485726,48,8,1:30.618,212.063,1,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov
67,20857,5,18,16,9,9,9,2,58,+1:09.394,5486952,44,14,1:31.360,210.341,1,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi
155,20858,15,16,24,10,10,10,1,58,+1:18.021,5495579,45,10,1:31.038,211.085,1,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi
13,20859,6,6,10,11,11,11,0,58,+1:19.823,5497381,57,11,1:31.118,210.900,1,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
30,20860,131,7,8,12,12,12,0,58,+1:25.444,5503002,47,12,1:31.153,210.819,1,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
16,20861,10,14,12,13,13,13,0,57,\N,\N,43,16,1:32.070,208.719,11,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
815,20862,15,17,15,14,14,14,0,57,\N,\N,46,9,1:30.797,211.645,11,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
22,20863,3,11,11,15,15,15,0,57,\N,\N,46,17,1:32.079,208.699,11,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
153,20864,5,19,17,16,16,16,0,57,\N,\N,57,2,1:29.894,213.771,11,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari
813,20865,3,12,14,17,17,17,0,57,\N,\N,44,15,1:32.044,208.778,11,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado
15,20866,205,21,19,18,18,18,0,57,\N,\N,49,20,1:32.862,206.939,11,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
5,20867,205,20,18,19,19,19,0,56,\N,\N,55,19,1:32.695,207.312,12,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
816,20868,166,25,23,20,20,20,0,56,\N,\N,55,23,1:34.971,202.343,12,ambrosio,\N,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio
39,20869,164,22,22,21,21,21,0,55,\N,\N,51,21,1:33.948,204.547,13,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
24,20870,164,23,20,22,22,22,0,53,\N,\N,41,22,1:34.699,202.925,15,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
814,20871,10,15,13,\N,R,23,0,44,\N,\N,40,18,1:32.519,207.706,31,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta
10,20872,166,24,21,\N,W,24,0,0,\N,\N,\N,0,\N,\N,6,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
