driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
647,19961,6,71,1,1,1,1,8,20,3:23:03.3,12183300,\N,\N,\N,\N,1,ascari,\N,\N,Alberto,Ascari,1918-07-13,Italian,http://en.wikipedia.org/wiki/Alberto_Ascari
579,19962,51,75,3,2,2,2,7,20,+30.5,12213800,\N,\N,\N,\N,1,fangio,\N,\N,Juan,Fangio,1911-06-24,Argentine,http://en.wikipedia.org/wiki/Juan_Manuel_Fangio
498,19963,6,74,2,3,3,3,4,20,+4:39.0,12462300,\N,\N,\N,\N,1,gonzalez,\N,\N,José Froilán,González,1922-10-05,Argentine,http://en.wikipedia.org/wiki/Jos%C3%A9_Froil%C3%A1n_Gonz%C3%A1lez
633,19964,6,72,5,4,4,4,3,20,+5:50.2,12533500,\N,\N,\N,\N,1,villoresi,\N,\N,Luigi,Villoresi,1909-05-16,Italian,http://en.wikipedia.org/wiki/Luigi_Villoresi
641,19965,6,73,6,5,5,5,2,20,+7:49.1,12652400,\N,\N,\N,\N,1,taruffi,\N,\N,Piero,Taruffi,1906-10-12,Italian,http://en.wikipedia.org/wiki/Piero_Taruffi
723,19966,6,91,8,6,6,6,0,19,\N,\N,\N,\N,\N,\N,11,fischer,\N,\N,Rudi,Fischer,1912-04-19,Swiss,http://en.wikipedia.org/wiki/Rudi_Fischer
626,19967,141,82,9,7,7,7,0,19,\N,\N,\N,\N,\N,\N,11,manzon,\N,\N,Robert,Manzon,1917-04-12,French,http://en.wikipedia.org/wiki/Robert_Manzon
627,19968,154,84,15,8,8,8,0,19,\N,\N,\N,\N,\N,\N,11,rosier,\N,\N,Louis,Rosier,1905-11-05,French,http://en.wikipedia.org/wiki/Louis_Rosier
773,19969,154,90,19,9,9,9,0,18,\N,\N,\N,\N,\N,\N,12,levegh,\N,\N,Pierre,Levegh,1905-12-22,French,http://en.wikipedia.org/wiki/Pierre_Levegh
680,19970,154,93,22,10,10,10,0,18,\N,\N,\N,\N,\N,\N,12,swaters,\N,\N,Jacques,Swaters,1926-10-30,American,http://en.wikipedia.org/wiki/Jacques_Swaters
660,19971,154,94,18,11,11,11,0,17,\N,\N,\N,\N,\N,\N,13,claes,\N,\N,Johnny,Claes,1916-08-11,Belgian,http://en.wikipedia.org/wiki/Johnny_Claes
704,19972,154,87,11,\N,R,12,0,17,\N,\N,\N,\N,\N,\N,3,cabantous,\N,\N,Yves,Cabantous,1904-10-08,French,http://en.wikipedia.org/wiki/Yves_Giraud_Cabantous
427,19973,141,81,14,\N,R,13,0,13,\N,\N,\N,\N,\N,\N,5,trintignant,\N,\N,Maurice,Trintignant,1917-10-30,French,http://en.wikipedia.org/wiki/Maurice_Trintignant
697,19974,51,77,10,\N,R,14,0,12,\N,\N,\N,\N,\N,\N,121,bonetto,\N,\N,Felice,Bonetto,1903-06-09,Italian,http://en.wikipedia.org/wiki/Felice_Bonetto
708,19975,154,88,20,\N,R,15,0,12,\N,\N,\N,\N,\N,\N,51,duncan_hamilton,\N,\N,Duncan,Hamilton,1920-04-30,British,http://en.wikipedia.org/wiki/Duncan_Hamilton_(racing_driver)
756,19976,51,78,7,\N,R,16,0,11,\N,\N,\N,\N,\N,\N,3,pietsch,\N,\N,Paul,Pietsch,1911-06-20,German,http://en.wikipedia.org/wiki/Paul_Pietsch
609,19977,141,83,12,\N,R,17,0,11,\N,\N,\N,\N,\N,\N,5,simon,\N,\N,André,Simon,1920-01-05,French,http://en.wikipedia.org/wiki/Andr%C3%A9_Simon_(racing_driver)
642,19978,51,76,4,\N,R,18,0,8,\N,\N,\N,\N,\N,\N,25,farina,\N,\N,Nino,Farina,1906-10-30,Italian,http://en.wikipedia.org/wiki/Nino_Farina
741,19979,154,86,21,\N,R,19,0,4,\N,\N,\N,\N,\N,\N,6,etancelin,\N,\N,Philippe,Étancelin,1896-12-28,French,http://en.wikipedia.org/wiki/Philippe_%C3%89tancelin
589,19980,154,85,13,\N,R,20,0,3,\N,\N,\N,\N,\N,\N,80,chiron,\N,\N,Louis,Chiron,1899-08-03,Monegasque,http://en.wikipedia.org/wiki/Louis_Chiron
780,19981,105,92,17,\N,R,21,0,3,\N,\N,\N,\N,\N,\N,5,branca,\N,\N,Toni,Branca,1916-09-15,Swiss,http://en.wikipedia.org/wiki/Toni_Branca
640,19982,105,79,16,\N,R,22,0,2,\N,\N,\N,\N,\N,\N,5,graffenried,\N,\N,Toulo,de Graffenried,1914-05-18,Swiss,http://en.wikipedia.org/wiki/Toulo_de_Graffenried
