driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
1,23602,131,44,1,1,1,1,25,44,1:24:42.820,5082820,35,2,1:46.603,236.526,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
20,23603,6,5,2,2,2,2,18,44,+2.358,5085178,41,1,1:46.577,236.583,1,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
817,23604,9,3,6,3,3,3,15,44,+10.791,5093611,44,3,1:47.549,234.445,1,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
8,23605,6,7,4,4,4,4,12,44,+14.471,5097291,36,5,1:47.730,234.051,1,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
822,23606,131,77,3,5,5,5,10,44,+16.456,5099276,37,4,1:47.721,234.071,1,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
807,23607,4,27,7,6,6,6,8,44,+28.087,5110907,39,7,1:48.922,231.490,1,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
154,23608,210,8,11,7,7,7,6,44,+31.553,5114373,37,8,1:49.087,231.140,1,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
13,23609,3,19,16,8,8,8,4,44,+36.649,5119469,37,11,1:49.637,229.980,1,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
839,23610,10,31,9,9,9,9,2,44,+38.154,5120974,37,14,1:49.721,229.804,1,ocon,31,OCO,Esteban,Ocon,1996-09-17,French,http://en.wikipedia.org/wiki/Esteban_Ocon
832,23611,5,55,13,10,10,10,1,44,+39.447,5122267,39,13,1:49.709,229.829,1,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
840,23612,3,18,15,11,11,11,0,44,+48.999,5131819,41,16,1:50.543,228.095,1,stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll
826,23613,5,26,19,12,12,12,0,44,+49.940,5132760,39,12,1:49.708,229.831,1,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
835,23614,4,30,14,13,13,13,0,44,+53.239,5136059,44,10,1:49.283,230.725,1,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
838,23615,1,2,20,14,14,14,0,44,+57.078,5139898,44,15,1:49.907,229.415,1,vandoorne,2,VAN,Stoffel,Vandoorne,1992-03-26,Belgian,http://en.wikipedia.org/wiki/Stoffel_Vandoorne
825,23616,210,20,12,15,15,15,0,44,+1:07.262,5150082,36,9,1:49.126,231.057,1,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
828,23617,15,9,17,16,16,16,0,44,+1:09.711,5152531,25,17,1:50.775,227.618,1,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
815,23618,10,11,8,17,17,17,0,42,\N,\N,27,6,1:48.300,232.819,6,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
4,23619,1,14,10,\N,R,18,0,25,\N,\N,12,19,1:51.720,225.692,5,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
830,23620,9,33,5,\N,R,19,0,7,\N,\N,5,18,1:51.022,227.111,5,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
836,23621,15,94,18,\N,R,20,0,2,\N,\N,\N,0,\N,\N,4,wehrlein,94,WEH,Pascal,Wehrlein,1994-10-18,German,http://en.wikipedia.org/wiki/Pascal_Wehrlein
