driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
14,1875,1,5,11,1,1,1,10,58,1:34:42.1,5682100,\N,\N,\N,\N,1,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
31,1876,3,3,3,2,2,2,8,58,+8.675,5690775,\N,\N,\N,\N,1,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
8,1877,1,6,15,3,3,3,6,58,+9.192,5691292,\N,\N,\N,\N,1,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
30,1878,6,1,1,4,4,4,5,58,+9.482,5691582,\N,\N,\N,\N,1,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
15,1879,4,7,12,5,5,5,4,58,+38.801,5720901,\N,\N,\N,\N,1,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
49,1880,15,10,4,6,6,6,3,58,+43.928,5726028,\N,\N,\N,\N,1,frentzen,\N,\N,Heinz-Harald,Frentzen,1967-05-18,German,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen
4,1881,4,8,10,7,7,7,2,58,+45.074,5727174,\N,\N,\N,\N,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
23,1882,3,4,9,8,8,8,1,58,+45.745,5727845,\N,\N,\N,\N,1,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
35,1883,16,16,6,9,9,9,0,58,+1:05.536,5747636,\N,\N,\N,\N,1,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
18,1884,16,17,8,10,10,10,0,58,+1:05.974,5748074,\N,\N,\N,\N,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
50,1885,18,19,20,11,11,11,0,57,\N,\N,\N,\N,\N,\N,11,verstappen,\N,\N,Jos,Verstappen,1972-03-04,Dutch,http://en.wikipedia.org/wiki/Jos_Verstappen
21,1886,17,11,13,\N,R,12,0,52,\N,\N,\N,\N,\N,\N,6,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
42,1887,19,15,18,\N,R,13,0,52,\N,\N,\N,\N,\N,\N,22,pizzonia,\N,PIZ,Antônio,Pizzonia,1980-09-11,Brazilian,http://en.wikipedia.org/wiki/Ant%C3%B4nio_Pizzonia
44,1888,7,20,5,\N,R,14,0,31,\N,\N,\N,\N,\N,\N,32,panis,\N,\N,Olivier,Panis,1966-09-02,French,http://en.wikipedia.org/wiki/Olivier_Panis
2,1889,15,9,7,\N,R,15,0,20,\N,\N,\N,\N,\N,\N,22,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
51,1890,18,18,19,\N,R,16,0,16,\N,\N,\N,\N,\N,\N,21,wilson,\N,\N,Justin,Wilson,1978-07-31,British,http://en.wikipedia.org/wiki/Justin_Wilson_(racing_driver)
17,1891,19,14,14,\N,R,17,0,15,\N,\N,\N,\N,\N,\N,22,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber
43,1892,7,21,16,\N,R,18,0,7,\N,\N,\N,\N,\N,\N,20,matta,\N,\N,Cristiano,da Matta,1973-09-19,Brazilian,http://en.wikipedia.org/wiki/Cristiano_da_Matta
52,1893,17,12,17,\N,R,19,0,6,\N,\N,\N,\N,\N,\N,3,firman,\N,\N,Ralph,Firman,1975-05-20,Irish,http://en.wikipedia.org/wiki/Ralph_Firman
22,1894,6,2,2,\N,R,20,0,5,\N,\N,\N,\N,\N,\N,3,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
