driverId,resultId,constructorId,result_number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number,code,forename,surname,dob,nationality,url
4,633,1,1,1,1,1,1,10,53,1:18:37.806,4717806,15,1,1:22.871,251.653,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1,634,1,2,2,2,2,2,8,53,+6.062,4723868,17,2,1:22.936,251.456,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
8,635,6,6,5,3,3,3,6,53,+27.325,4745131,21,3,1:23.370,250.147,1,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
2,636,2,9,4,4,4,4,5,53,+56.562,4774368,19,4,1:23.681,249.217,1,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
9,637,2,10,6,5,5,5,4,53,+1:00.558,4778364,22,5,1:23.908,248.543,1,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
3,638,3,16,8,6,6,6,3,53,+1:05.810,4783616,52,8,1:24.472,246.884,1,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
5,639,4,4,7,7,7,7,2,53,+1:06.751,4784557,53,7,1:24.226,247.605,1,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
18,640,11,7,10,8,8,8,1,53,+1:02.168,4779974,32,9,1:24.532,246.708,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
17,641,9,15,11,9,9,9,0,53,+1:05.879,4783685,46,13,1:24.824,245.859,1,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber
22,642,11,8,12,10,10,10,0,53,+1:06.958,4784764,52,12,1:24.767,246.024,1,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
15,643,7,12,9,11,11,11,0,53,+1:07.736,4785542,49,10,1:24.622,246.446,1,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
21,644,4,3,15,12,12,12,0,52,\N,\N,32,14,1:24.849,245.787,11,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
25,645,3,17,13,13,13,13,0,52,\N,\N,42,16,1:25.000,245.350,11,wurz,\N,WUR,Alexander,Wurz,1974-02-15,Austrian,http://en.wikipedia.org/wiki/Alexander_Wurz
19,646,8,23,14,14,14,14,0,52,\N,\N,46,17,1:25.116,245.016,11,davidson,\N,DAV,Anthony,Davidson,1979-04-18,British,http://en.wikipedia.org/wiki/Anthony_Davidson
23,647,7,11,18,15,15,15,0,52,\N,\N,49,15,1:24.951,245.492,11,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
11,648,8,22,17,16,16,16,0,52,\N,\N,49,11,1:24.669,246.309,11,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
24,649,5,18,19,17,17,17,0,52,\N,\N,45,19,1:25.373,244.278,11,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
20,650,5,19,16,18,18,18,0,52,\N,\N,47,18,1:25.313,244.450,11,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
16,651,12,20,21,19,19,19,0,52,\N,\N,30,20,1:25.377,244.267,11,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
29,652,12,21,22,20,20,20,0,52,\N,\N,34,21,1:25.478,243.978,11,yamamoto,\N,YAM,Sakon,Yamamoto,1982-07-09,Japanese,http://en.wikipedia.org/wiki/Sakon_Yamamoto
13,653,6,5,3,\N,R,21,0,10,\N,\N,8,6,1:23.971,248.357,22,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
14,654,9,14,20,\N,R,22,0,1,\N,\N,\N,\N,\N,\N,3,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
